Experiment,SiteYear,Trialtype,PlotBarcode,Column,Row,Genotype,Zad
Parkes,2021,21WS0E,YNMM-03-001,3,1,Sunmaster,
Parkes,2021,21WS0E,YNMM-03-002,3,2,17Y372-006,
Parkes,2021,21WS0E,YNMM-03-003,3,3,18Y1179-041,
Parkes,2021,21WS0E,YNMM-03-004,3,4,18Y602-5048,
Parkes,2021,21WS0E,YNMM-03-005,3,5,Axe,
Parkes,2021,21WS0E,YNMM-03-006,3,6,Cutlass,
Parkes,2021,21WS0E,YNMM-03-007,3,7,18Y389-022,
Parkes,2021,21WS0E,YNMM-03-008,3,8,18Y1092-028,
Parkes,2021,21WS0E,YNMM-03-009,3,9,19W013-027,
Parkes,2021,21WS0E,YNMM-03-010,3,10,19W083-058,
Parkes,2021,21WS0E,YNMM-03-011,3,11,18Y1103-039,
Parkes,2021,21WS0E,YNMM-03-012,3,12,19W004-001,
Parkes,2021,21WS0E,YNMM-03-013,3,13,18Y442-014,
Parkes,2021,21WS0E,YNMM-03-014,3,14,18Y1177-027,
Parkes,2021,21WS0E,YNMM-03-015,3,15,19W034-002,
Parkes,2021,21WS0E,YNMM-03-016,3,16,19W019-009,
Parkes,2021,21WS0E,YNMM-03-017,3,17,19W035-027,
Parkes,2021,21WS0E,YNMM-03-018,3,18,18Y736-010,
Parkes,2021,21WS0E,YNMM-03-019,3,19,18Y379-028,
Parkes,2021,21WS0E,YNMM-03-020,3,20,18Y345-015,
Parkes,2021,21WS0E,YNMM-03-021,3,21,18Y379-003,
Parkes,2021,21WS0E,YNMM-03-022,3,22,19W088-020,
Parkes,2021,21WS0E,YNMM-03-023,3,23,18Y432-020,
Parkes,2021,21WS0E,YNMM-03-024,3,24,18Y390-013,
Parkes,2021,21WS0E,YNMM-03-025,3,25,18Y1095-061,
Parkes,2021,21WS0E,YNMM-03-026,3,26,19W027-008,
Parkes,2021,21WS0E,YNMM-03-027,3,27,19W009-006,
Parkes,2021,21WS0E,YNMM-03-028,3,28,18Y1138-005,
Parkes,2021,21WS0E,YNMM-03-029,3,29,18Y362-008,
Parkes,2021,21WS0E,YNMM-03-030,3,30,19W036-055,
Parkes,2021,21WS0E,YNMM-03-031,3,31,18Y812-052,
Parkes,2021,21WS0E,YNMM-03-032,3,32,18Y1231-063,
Parkes,2021,21WS0E,YNMM-03-033,3,33,19W012-022,
Parkes,2021,21WS0E,YNMM-03-034,3,34,18Y811-059,
Parkes,2021,21WS0E,YNMM-03-035,3,35,18Y449-020,
Parkes,2021,21WS0E,YNMM-03-036,3,36,19W024-069,
Parkes,2021,21WS0E,YNMM-03-037,3,37,18Y1181-5001,
Parkes,2021,21WS0E,YNMM-03-038,3,38,18Y355-012,
Parkes,2021,21WS0E,YNMM-03-039,3,39,RockStar,
Parkes,2021,21WS0E,YNMM-03-040,3,40,18Y447-012,
Parkes,2021,21WS0E,YNMM-03-041,3,41,19W014-001,
Parkes,2021,21WS0E,YNMM-03-042,3,42,17Y473-018,
Parkes,2021,21WS0E,YNMM-03-043,3,43,18Y1112-022,
Parkes,2021,21WS0E,YNMM-03-044,3,44,18Y404-020,
Parkes,2021,21WS0E,YNMM-03-045,3,45,18Y1099-031,
Parkes,2021,21WS0E,YNMM-03-046,3,46,18Y457-001,
Parkes,2021,21WS0E,YNMM-03-047,3,47,19W029-030,
Parkes,2021,21WS0E,YNMM-03-048,3,48,19W016-041,
Parkes,2021,21WS0E,YNMM-03-049,3,49,19W007-022,
Parkes,2021,21WS0E,YNMM-03-050,3,50,18Y812-111,
Parkes,2021,21WS0E,YNMM-03-051,3,51,18Y733-019,
Parkes,2021,21WS0E,YNMM-03-052,3,52,18Y380-017,
Parkes,2021,21WS0E,YNMM-03-053,3,53,18Y391-018,
Parkes,2021,21WS0E,YNMM-03-054,3,54,Vixen,
Parkes,2021,21WS0E,YNMM-03-055,3,55,18Y460-034,
Parkes,2021,21WS0E,YNMM-03-056,3,56,18Y811-027,
Parkes,2021,21WS0E,YNMM-03-057,3,57,18Y372-008,
Parkes,2021,21WS0E,YNMM-03-058,3,58,17Y512-023,
Parkes,2021,21WS0E,YNMM-03-059,3,59,18Y410-015,
Parkes,2021,21WS0E,YNMM-03-060,3,60,Lancer,
Parkes,2021,21WS0E,YNMM-03-061,3,61,Magenta,
Parkes,2021,21WS0E,YNMM-03-062,3,62,18Y810-071,
Parkes,2021,21WS0E,YNMM-03-063,3,63,18Y1145B-012,
